pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-66 b,K2-66,0,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5.06939,0.00053,-0.00053,0.0,,,,,2.75,0.16,-0.1,0.0,0.24533899,0.01427427,-0.00892142,0.0,16.0,4.0,-4.0,0.0,0.05034163,0.01258541,-0.01258541,0.0,Mass,,,,,980.0,150.0,-130.0,0.0,1427.0,51.0,-51.0,0.0,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5865.0,100.0,-100.0,0.0,1.79,0.1,-0.1,0.0,1.06,0.07,-0.07,0.0,-0.05,0.044,-0.044,0.0,[Fe/H],3.99,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h06m06.40s,331.5266563,-10d42m41.53s,-10.7115362,513.877,24.123,-22.087,11.71,0.026,-0.026,10.609,0.021,-0.021,11.9961,0.000242,-0.000242,2025-09-17,2025-06,2025-09-17
K2-73 b,K2-73,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,7.49556,0.00029,-0.00029,0.0,,,,,2.58,0.13,-0.06,0.0,0.23017258,0.01159784,-0.00535285,0.0,9.2,3.8,-3.7,0.0,0.02894644,0.01195614,-0.0116415,0.0,Mass,,,,,209.0,23.0,-21.0,0.0,968.0,25.0,-25.0,0.0,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5867.0,100.0,-100.0,0.0,1.058,0.039,-0.039,0.0,1.02,0.04,-0.04,0.0,0.04,0.044,-0.044,0.0,[Fe/H],4.39,0.081,-0.081,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h20m06.16s,335.025662,-09d03m21.92s,-9.0560881,269.183,2.539,-2.493,11.345,0.034,-0.034,10.322,0.021,-0.021,11.7146,0.000289,-0.000289,2025-09-17,2025-06,2025-09-17
K2-77 b,K2-77,0,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=GAIDOS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..850G/abstract target=ref>Gaidos et al. 2017</a>,8.199796,0.000683,-0.000719,0.0,,,,,2.3,0.16,-0.16,0.0,0.20519226,0.01427424,-0.01427424,0.0,603.877,,,1.0,1.9,,,1.0,Mass,0.14,0.22,-0.09,0.0,58.0,7.0,-7.0,0.0,,,,,0.0,<a refstr=GAIDOS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..850G/abstract target=ref>Gaidos et al. 2017</a>,,4970.0,45.0,-45.0,0.0,0.76,0.03,-0.03,0.0,0.8,0.12,-0.12,0.0,0.29,0.06,-0.06,0.0,[Fe/H],4.47,0.13,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h40m54.85s,55.228521,+12d34m20.81s,12.572448,141.731,0.874,-0.863,12.224,0.057,-0.057,9.799,0.018,-0.018,11.9202,0.000644,-0.000644,2016-09-27,2017-01,2016-09-29
K2-79 b,K2-79,0,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,10.99497,0.00045,-0.00045,0.0,,,,,3.99,0.11,-0.07,0.0,0.35596457,0.00981356,-0.00624499,0.0,3.8,4.3,-4.2,0.0,0.01195614,0.01352931,-0.01321468,0.0,Mass,,,,,174.0,20.0,-18.0,0.0,925.0,25.0,-24.0,0.0,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5853.0,100.0,-100.0,0.0,1.247,0.045,-0.045,0.0,1.01,0.05,-0.05,0.0,0.0,0.044,-0.044,0.0,[Fe/H],4.18,0.081,-0.081,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m01.42s,55.2559307,+13d31m09.07s,13.5191871,256.011,2.349,-2.307,12.152,0.034,-0.034,9.907,0.018,-0.018,11.8031,0.000328,-0.000328,2025-09-17,2025-06,2025-09-17
K2-85 b,K2-85,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,0.68453862616,1e-05,-1e-05,0.0,,,,,1.4,0.2,-0.2,0.0,0.12489985,0.01784284,-0.01784284,0.0,3.2,1.3,-1.3,0.0,0.01006833,0.00409026,-0.00409026,0.0,Mass,,,,,800.0,234.0,-234.0,0.0,1355.0,99.0,-99.0,0.0,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,4232.0,70.0,-70.0,0.0,0.71,0.1,-0.1,0.0,0.7,0.02,-0.02,0.0,0.14,0.09,-0.09,0.0,[Fe/H],4.44,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h57m51.56s,59.464829,+18d27m53.82s,18.4649505,97.2179,0.3824,-0.3794,12.416,0.069,-0.069,9.466,0.018,-0.018,12.06,0.000292,-0.000292,2025-09-17,2025-06,2025-09-17
K2-97 b,K2-97,0,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..254G/abstract target=ref>Grunblatt et al. 2017</a>,8.4061,0.0015,-0.0015,0.0,,,,,14.68379,1.23299,-1.23299,0.0,1.31,0.11,-0.11,0.0,152.5584,22.2481,-22.2481,0.0,0.48,0.07,-0.07,0.0,Mass,,,,,,,,,,,,,0.0,<a refstr=GRUNBLATT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..254G/abstract target=ref>Grunblatt et al. 2017</a>,,4790.0,90.0,-90.0,0.0,4.2,0.14,-0.14,0.0,1.16,0.12,-0.12,0.0,0.42,0.08,-0.08,0.0,[Fe/H],3.26,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h31m03.08s,127.762837,+10d50m51.21s,10.8475571,878.43,49.94,-49.94,12.486,0.092,-0.092,10.035,0.021,-0.021,12.3059,0.00022,-0.00022,2018-10-24,2017-12,2017-10-19
K2-98 b,K2-98,0,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,10.13693,0.00046,-0.00046,0.0,,,,,4.93,0.13,-0.07,0.0,0.4398259,0.01159784,-0.00624499,0.0,20.0,21.0,-33.0,0.0,0.06292704,0.06607339,-0.10382961,0.0,Mass,,,,,339.0,41.0,-37.0,0.0,1093.0,31.0,-31.0,0.0,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,6103.0,100.0,-100.0,0.0,1.565,0.065,-0.065,0.0,0.91,0.04,-0.04,0.0,-0.06,0.044,-0.044,0.0,[Fe/H],4.12,0.081,-0.081,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m57.17s,126.4882114,+11d30m39.94s,11.5110933,518.625,11.518,-11.037,12.216,0.057,-0.057,10.869,0.028,-0.028,12.0398,0.000196,-0.000196,2025-09-17,2025-06,2025-09-17
K2-99 b,K2-99,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=SMITH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5035S/abstract target=ref>Smith et al. 2022</a>,18.24783,3e-05,-3e-05,0.0,0.153,0.001,-0.001,0.0,11.88151954,0.11208981,-0.11208981,0.0,1.06,0.01,-0.01,0.0,276.51071409,6.35656814,-6.35656814,0.0,0.87,0.02,-0.02,0.0,Mass,0.22,0.01,-0.01,0.0,,,,,1184.0,19.0,-19.0,0.0,0.0,<a refstr=SMITH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5035S/abstract target=ref>Smith et al. 2022</a>,,6069.0,92.0,-92.0,0.0,2.55,0.02,-0.02,0.0,1.44,0.03,-0.03,0.0,0.2,0.07,-0.07,0.0,[Fe/H],3.783,0.004,-0.004,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m05.70s,208.7737624,-05d26m32.98s,-5.4424943,519.229,12.998,-12.389,11.149,0.013,-0.013,9.72,0.021,-0.021,10.9485,0.000567,-0.000567,2025-02-24,2022-03,2025-02-24
KELT-1 b,KELT-1,1,1,1,Transit,2012,KELT,Published Confirmed,0,<a refstr=SIVERD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761..123S/abstract target=ref> Siverd et al. 2012 </a>,1.217514,1.5e-05,-1.5e-05,0.0,0.02466,0.00016,-0.00016,0.0,12.442,0.358687,-0.246598,0.0,1.11,0.032,-0.022,0.0,8654.15,158.908,-152.552,0.0,27.23,0.5,-0.48,0.0,Mass,0.0099,0.01,-0.0069,0.0,,,,,,,,,0.0,<a refstr=SIVERD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761..123S/abstract target=ref> Siverd et al. 2012 </a>,,6516.0,49.0,-49.0,0.0,1.471,0.045,-0.035,0.0,1.335,0.063,-0.063,0.0,0.052,0.079,-0.079,0.0,[Fe/H],4.228,0.014,-0.021,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h01m26.90s,0.3620995,+39d23m01.66s,39.3837953,268.43,3.057,-2.989,10.632,0.007,-0.007,9.437,0.019,-0.019,10.5905,0.000342,-0.000342,2014-05-14,2012-12,2014-05-14
KELT-10 b,KELT-10,1,1,1,Transit,2016,KELT-South,Published Confirmed,0,<a refstr=KUHN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459.4281K/abstract target=ref>Kuhn et al. 2016</a>,4.1662739,6.3e-06,-6.3e-06,0.0,0.0525,0.00086,-0.00097,0.0,15.681391,0.773421,-0.549241,0.0,1.399,0.069,-0.049,0.0,215.80657,12.39537,-12.07754,0.0,0.679,0.039,-0.038,0.0,Mass,,,,,600.0,50.0,-40.0,0.0,1377.0,28.0,-23.0,0.0,0.0,<a refstr=KUHN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459.4281K/abstract target=ref>Kuhn et al. 2016</a>,G0 V,5948.0,74.0,-74.0,0.0,1.209,0.047,-0.035,0.0,1.112,0.055,-0.061,0.0,0.09,0.11,-0.1,0.0,[Fe/H],4.319,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m11.61s,284.5483823,-47d00m11.91s,-47.0033072,188.404,2.182,-2.132,10.617,0.008,-0.008,9.338,0.023,-0.023,10.7009,0.000366,-0.000366,2016-04-27,2016-07,2016-04-28
KELT-11 b,KELT-11,0,1,1,Transit,2017,KELT-South,Published Confirmed,0,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...25B/abstract target=ref>Beatty et al. 2017</a>,4.7361,3e-05,-3e-05,0.0,,,,,15.13215,1.1209,-1.1209,0.0,1.35,0.1,-0.1,0.0,54.34893,4.76745,-4.76745,0.0,0.171,0.015,-0.015,0.0,Mass,0.0007,0.002,-0.0005,0.0,,,,,,,,,0.0,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...25B/abstract target=ref>Beatty et al. 2017</a>,,5375.0,25.0,-25.0,0.0,2.69,0.04,-0.04,0.0,1.44,0.07,-0.07,0.0,0.17,0.07,-0.07,0.0,[Fe/H],3.7,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h46m49.66s,161.7069053,-09d23m57.71s,-9.3993646,99.1596,0.52105,-0.52105,8.04,0.03,-0.03,6.122,0.018,-0.018,7.83112,0.000371,-0.000371,2019-01-03,2017-07,2019-01-10
KELT-12 b,KELT-12,1,1,1,Transit,2017,KELT-North,Published Confirmed,0,<a refstr=STEVENS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..178S/abstract target=ref>Stevens et al. 2017</a>,5.031623,3.2e-05,-3.1e-05,0.0,0.06708,0.00097,-0.0013,0.0,19.95202,1.90553,-1.79344,0.0,1.78,0.17,-0.16,0.0,301.9385,44.4962,-44.4962,0.0,0.95,0.14,-0.14,0.0,Mass,0.0,,,0.0,1749.0,235.0,-213.0,0.0,1800.0,57.0,-57.0,0.0,0.0,<a refstr=STEVENS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..178S/abstract target=ref>Stevens et al. 2017</a>,,6279.0,51.0,-51.0,0.0,2.37,0.17,-0.17,0.0,1.591,0.07,-0.093,0.0,0.19,0.084,-0.085,0.0,[Fe/H],3.889,0.051,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h50m33.72s,267.6404906,+36d34m12.63s,36.5701761,368.03,3.157,-3.106,10.585,0.006,-0.006,9.362001,0.017,-0.017,10.4842,0.000409,-0.000409,2017-04-24,2017-04,2017-04-27
KELT-14 b,KELT-14,0,1,1,Transit,2016,KELT-South,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..138R/abstract target=ref>Rodriguez et al. 2016</a>,1.7100588,2.5e-06,-2.5e-06,0.0,0.02956,0.00043,-0.00057,0.0,17.03768,1.34508,-1.23299,0.0,1.52,0.12,-0.11,0.0,380.12468,22.88376,-22.88376,0.0,1.196,0.072,-0.072,0.0,Mass,0.0,,,0.0,,,,,1904.0,54.0,-54.0,0.0,0.0,<a refstr=RODRIGUEZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..138R/abstract target=ref>Rodriguez et al. 2016</a>,,5802.0,95.0,-92.0,0.0,1.368,0.078,-0.077,0.0,1.178,0.052,-0.066,0.0,0.326,0.091,-0.089,0.0,[Fe/H],4.234,0.045,-0.041,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h13m12.34s,108.301409,-42d24m35.14s,-42.4097623,250.121,1.549,-1.529,11.001,0.009,-0.009,9.424,0.023,-0.023,10.8384,0.000302,-0.000302,2016-06-01,2016-06,2016-03-17
KELT-15 b,KELT-15,0,2,1,Transit,2016,KELT-South,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..138R/abstract target=ref>Rodriguez et al. 2016</a>,3.329441,1.6e-05,-1.6e-05,0.0,0.04613,0.00065,-0.00065,0.0,16.174587,1.23299,-0.638913,0.0,1.443,0.11,-0.057,0.0,289.2253,66.7443,-69.9226,0.0,0.91,0.21,-0.22,0.0,Mass,0.0,,,0.0,,,,,1642.0,45.0,-25.0,0.0,0.0,<a refstr=RODRIGUEZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..138R/abstract target=ref>Rodriguez et al. 2016</a>,,6003.0,56.0,-52.0,0.0,1.481,0.091,-0.041,0.0,1.181,0.051,-0.05,0.0,0.047,0.032,-0.032,0.0,[Fe/H],4.168,0.019,-0.044,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m39.59s,117.4149764,-52d07m13.61s,-52.1204471,324.683,2.479,-2.442,11.39,0.012,-0.012,9.854,0.025,-0.025,11.0694,0.000457,-0.000457,2018-04-25,2016-06,2016-03-17
KELT-16 b,KELT-16,1,2,1,Transit,2017,KELT,Published Confirmed,0,<a refstr=OBERST_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...97O/abstract target=ref>Oberst et al. 2017</a>,0.9689951,2.4e-06,-2.4e-06,0.0,0.02044,0.00024,-0.00026,0.0,15.860735,0.941556,-0.751003,0.0,1.415,0.084,-0.067,0.0,874.0325,50.8528,-47.6745,0.0,2.75,0.16,-0.15,0.0,Mass,0.0,,,0.0,,,,,2453.0,55.0,-47.0,0.0,0.0,<a refstr=OBERST_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...97O/abstract target=ref>Oberst et al. 2017</a>,F7 V,6236.0,54.0,-54.0,0.0,1.36,0.064,-0.053,0.0,1.211,0.043,-0.046,0.0,-0.002,0.086,-0.085,0.0,[Fe/H],4.253,0.031,-0.036,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h57m04.45s,314.2685227,+31d39m39.67s,31.6610186,444.586,5.574,-5.441,11.717,0.017,-0.017,10.642,0.016,-0.016,11.7959,0.000359,-0.000359,2017-02-08,2017-03,2017-02-09
KELT-17 b,KELT-17,1,1,1,Transit,2016,KELT,Published Confirmed,0,<a refstr=ZHOU_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..136Z/abstract target=ref>Zhou et al. 2016</a>,3.0801716,5.3e-06,-5.2e-06,0.0,0.04881,0.00065,-0.00061,0.0,17.093725,0.728585,-0.67254,0.0,1.525,0.065,-0.06,0.0,416.3573,88.9924,-92.1707,0.0,1.31,0.28,-0.29,0.0,Mass,,,,,,,,,2087.0,32.0,-33.0,0.0,0.0,<a refstr=ZHOU_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..136Z/abstract target=ref>Zhou et al. 2016</a>,A,7454.0,49.0,-49.0,0.0,1.645,0.06,-0.055,0.0,1.635,0.066,-0.061,0.0,-0.018,0.074,-0.072,0.0,[Fe/H],4.22,0.022,-0.024,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h22m28.18s,125.617407,+13d44m07.11s,13.7353093,226.5,2.506,-2.453,9.234,0.003,-0.003,8.646,0.018,-0.018,9.20887,0.000348,-0.000348,2019-12-02,2016-11,2016-09-08
KELT-18 b,KELT-18,1,2,1,Transit,2017,KELT-North,Published Confirmed,0,<a refstr=MCLEOD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..263M/abstract target=ref>McLeod et al. 2017</a>,2.8717518,2.8e-06,-2.8e-06,0.0,0.0455,0.00067,-0.00069,0.0,17.59813,0.470778,-0.403524,0.0,1.57,0.042,-0.036,0.0,375.0394,34.9613,-34.9613,0.0,1.18,0.11,-0.11,0.0,Mass,0.0,,,0.0,3152.0,242.0,-220.0,0.0,2085.0,39.0,-38.0,0.0,0.0,<a refstr=MCLEOD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..263M/abstract target=ref>McLeod et al. 2017</a>,F4 V,6670.0,120.0,-120.0,0.0,1.908,0.042,-0.035,0.0,1.524,0.069,-0.068,0.0,0.09,0.13,-0.13,0.0,[Fe/H],4.0599,0.0096,-0.014,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h26m05.72s,216.5238248,+59d26m39.38s,59.4442735,321.376,2.509,-2.47,10.16,0.005,-0.005,9.21,0.022,-0.022,10.1036,0.00034,-0.00034,2017-04-24,2017-06,2017-04-27
KELT-19 A b,KELT-19 A,1,2,1,Transit,2017,KELT,Published Confirmed,0,<a refstr=SIVERD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...35S/abstract target=ref>Siverd et al. 2018</a>,4.6117093,8.8e-06,-8.8e-06,0.0,0.0637,0.0031,-0.0027,0.0,21.40919,1.23299,-1.23299,0.0,1.91,0.11,-0.11,0.0,1293.5681,,,1.0,4.07,,,1.0,Mass,,,,,2340.0,184.0,-184.0,0.0,1935.0,38.0,-38.0,0.0,1.0,<a refstr=SIVERD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...35S/abstract target=ref>Siverd et al. 2018</a>,A8 V,7500.0,110.0,-110.0,0.0,1.83,0.099,-0.099,0.0,1.62,0.25,-0.2,0.0,-0.12,0.51,-0.51,0.0,[Fe/H],4.127,0.029,-0.029,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h26m02.29s,111.5095293,+07d36m56.79s,7.6157759,300.276,4.684,-4.544,9.857,0.005,-0.005,9.196,0.023,-0.023,9.86331,0.001629,-0.001629,2018-01-08,2018-01,2018-01-11
KELT-2 A b,KELT-2 A,0,2,1,Transit,2012,KELT,Published Confirmed,0,<a refstr=BEATTY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756L..39B/abstract target=ref> Beatty et al. 2012 </a>,4.1137912,1e-05,-9.9e-06,0.0,0.05496,0.00039,-0.00036,0.0,14.4147,0.728584,-0.526822,0.0,1.286,0.065,-0.047,0.0,483.717,24.7897,-24.4719,0.0,1.522,0.078,-0.077,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=BEATTY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756L..39B/abstract target=ref> Beatty et al. 2012 </a>,,6151.0,50.0,,0.0,1.828,0.07,,0.0,1.308,0.028,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h10m39.37s,92.6640226,+30d57m25.68s,30.9571333,134.058,0.802,-0.793,8.68,0.03,-0.03,7.346,0.031,-0.031,8.58393,0.000331,-0.000331,2018-04-25,2012-09,2014-05-14
KELT-20 b,KELT-20,1,1,1,Transit,2017,KELT-North,Published Confirmed,0,<a refstr=LUND_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..194L/abstract target=ref>Lund et al. 2017</a>,3.4741085,1.9e-06,-1.9e-06,0.0,0.0542,0.0014,-0.0021,0.0,19.514869,0.773421,-0.829466,0.0,1.741,0.069,-0.074,0.0,1074.90106,,,1.0,3.382,,,1.0,Mass,,,,,4362.5,595.2,-536.4,0.0,2262.0,73.0,-73.0,0.0,0.0,<a refstr=LUND_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..194L/abstract target=ref>Lund et al. 2017</a>,A2 V,8720.0,250.0,-260.0,0.0,1.565,0.057,-0.064,0.0,1.76,0.14,-0.19,0.0,-0.29,0.22,-0.36,0.0,[Fe/H],4.29,0.017,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m38.74s,294.6614126,+31d13m09.12s,31.2192001,136.426,0.816,-0.807,7.59,0.03,-0.03,7.415,0.017,-0.017,7.57492,0.000509,-0.000509,2019-12-02,2017-11,2017-11-02
KELT-21 b,KELT-21,1,1,1,Transit,2018,KELT-North,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..100J/abstract target=ref>Johnson et al. 2018</a>,3.6127647,3.3e-06,-3.3e-06,0.0,0.05224,0.00035,-0.00034,0.0,17.777474,0.437151,-0.44836,0.0,1.586,0.039,-0.04,0.0,1242.7153,,,1.0,3.91,,,1.0,Mass,0.0,,,0.0,2950.0,169.0,-169.0,0.0,2051.0,29.0,-30.0,0.0,0.0,<a refstr=JOHNSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..100J/abstract target=ref>Johnson et al. 2018</a>,A8 V,7598.0,81.0,-84.0,0.0,1.638,0.034,-0.034,0.0,1.458,0.029,-0.028,0.0,-0.405,0.032,-0.033,0.0,[Fe/H],4.173,0.015,-0.014,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h19m12.01s,304.8000322,+32d34m51.76s,32.5810446,470.878,6.471,-6.3,10.484,0.006,-0.006,10.09,0.014,-0.014,10.5415,0.000278,-0.000278,2018-02-01,2018-02,2018-02-01
