pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
WASP-24 b,WASP-24,0,3,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.3412217,8e-07,-8e-07,0.0,0.03607,0.00044,-0.00045,0.0,14.5717,0.437151,-0.425942,0.0,1.3,0.039,-0.038,0.0,336.8998,9.5349,-9.21707,0.0,1.06,0.03,-0.029,0.0,Mass,0.0046,,,1.0,,,,,,,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6080.0,100.0,-100.0,0.0,1.331,0.032,-0.032,0.0,1.15,0.05,-0.04,0.0,0.07,0.1,-0.1,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h08m51.72s,227.2154975,+02d20m35.83s,2.343286,322.114,4.498,-4.378,11.219,0.017,-0.017,10.148,0.023,-0.023,11.3945,0.000432,-0.000432,2019-03-18,2017-06,2019-03-21
WASP-25 b,WASP-25,0,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.76483,5e-06,-5e-06,0.0,,,,,11.99363,1.1209,-1.1209,0.0,1.07,0.1,-0.1,0.0,139.8452,31.783,-31.783,0.0,0.44,0.1,-0.1,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5750.0,100.0,-100.0,0.0,0.8,0.08,-0.08,0.0,0.67,0.22,-0.22,0.0,-0.05,,,0.0,[Fe/H],4.5,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h01m26.34s,195.3597581,-27d31m20.02s,-27.5222273,211.416,1.468,-1.447,11.875,0.027,-0.027,10.174,0.021,-0.021,11.6885,0.000335,-0.000335,2018-04-25,2017-03,2018-04-26
WASP-26 b,WASP-26,1,2,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.7566,1e-05,-1e-05,0.0,,,,,13.56289,1.68135,-1.68135,0.0,1.21,0.15,-0.15,0.0,270.1555,73.1009,-73.1009,0.0,0.85,0.23,-0.23,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6034.0,31.0,-31.0,0.0,1.22,0.15,-0.15,0.0,0.86,0.34,-0.34,0.0,0.16,,,0.0,[Fe/H],4.44,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h18m24.73s,4.6030424,-15d16m02.66s,-15.2674044,252.759,4.761,-4.591,11.297,0.012,-0.012,9.69,0.023,-0.023,10.9935,0.000439,-0.000439,2018-04-25,2017-03,2018-04-26
WASP-28 b,WASP-28,0,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=PETRUCCI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1389P/abstract target=ref>Petrucci et al. 2015</a>,3.40884,3e-06,-3e-06,0.0,0.0445,0.0004,-0.0004,0.0,15.177,1.861,-1.861,0.0,1.354,0.166,-0.166,0.0,285.717,11.124,-11.124,0.0,0.899,0.035,-0.035,0.0,Mass,,,,,,,,,1473.0,30.0,-30.0,0.0,0.0,<a refstr=PETRUCCI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1389P/abstract target=ref>Petrucci et al. 2015</a>,F8,6084.0,45.0,-45.0,0.0,1.123,0.052,-0.052,0.0,1.011,0.028,-0.028,0.0,-0.2,0.07,-0.07,0.0,[Fe/H],4.342,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h34m27.90s,353.6162694,-01d34m47.95s,-1.5799849,348.494,5.654,-5.479,12.274,0.069,-0.069,10.732,0.024,-0.024,12.0286,0.000272,-0.000272,2014-10-29,2015-01,2014-10-29
WASP-29 b,WASP-29,1,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.92273,4e-06,-4e-06,0.0,,,,,8.63093,0.78463,-0.78463,0.0,0.77,0.07,-0.07,0.0,73.1009,15.8915,-15.8915,0.0,0.23,0.05,-0.05,0.0,Mass,0.03,0.04,-0.04,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4800.0,150.0,-150.0,0.0,0.79,0.07,-0.07,0.0,0.77,0.25,-0.25,0.0,0.11,,,0.0,[Fe/H],4.5,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h51m31.01s,357.8791976,-39d54m25.64s,-39.9071215,87.5953,0.3117,-0.3095,11.331,0.013,-0.013,8.783,0.02,-0.02,10.8932,0.000543,-0.000543,2018-04-25,2017-03,2018-04-26
WASP-3 b,WASP-3,0,3,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=SIMPSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.405.1867S/abstract target=ref> Simpson et al. 2010 </a>,1.846835,2e-06,-2e-06,0.0,0.03151,0.0015,-0.000987,0.0,14.5,0.6,-0.8,0.0,1.29,0.05,-0.07,0.0,559.357,25.425,-44.494,0.0,1.76,0.08,-0.14,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6352.0,103.22,-185.11,0.0,1.36116,0.072646,-0.068309,0.0,1.261,0.180667,-0.20655,0.0,-0.04,0.1,-0.1,0.0,[M/H],4.27096,0.076951,-0.10505,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m31.62s,278.6317411,+35d39m41.15s,35.6614312,231.161,1.648,-1.625,10.632,0.007,-0.007,9.361,0.015,-0.015,10.4525,0.000267,-0.000267,2018-04-25,2010-07,2014-05-14
WASP-31 b,WASP-31,1,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...531A..60A/abstract target=ref> Anderson et al. 2011</a>,3.4059096,5e-06,-5e-06,0.0,0.04659,0.00035,-0.00035,0.0,17.363,0.56,-0.56,0.0,1.549,0.05,-0.05,0.0,151.916,9.217,-9.217,0.0,0.478,0.029,-0.029,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...531A..60A/abstract target=ref> Anderson et al. 2011</a>,,6302.0,102.0,-102.0,0.0,1.252,0.033,-0.033,0.0,1.163,0.026,-0.026,0.0,-0.2,0.09,-0.09,0.0,[Fe/H],4.308,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m45.33s,169.4388603,-19d03m17.20s,-19.0547781,383.829,6.437,-6.231,11.658,0.027,-0.027,10.65,0.027,-0.027,11.8163,0.000436,-0.000436,2014-05-14,2011-07,2014-05-14
WASP-32 b,WASP-32,1,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.71866,2e-06,-2e-06,0.0,,,,,10.76064,1.68135,-1.68135,0.0,0.96,0.15,-0.15,0.0,835.8929,260.6206,-260.6206,0.0,2.63,0.82,-0.82,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6140.0,95.0,-95.0,0.0,0.95,0.15,-0.15,0.0,0.72,0.34,-0.34,0.0,-0.13,,,0.0,[Fe/H],4.4,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h15m50.81s,3.9617073,+01d12m01.84s,1.2005122,275.994,3.344,-3.267,11.257,0.017,-0.017,10.161,0.023,-0.023,11.409,0.00075,-0.00075,2018-04-25,2017-03,2018-04-26
WASP-33 b,WASP-33,0,2,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.21986983,4.5e-07,-4.5e-07,0.0,,,,,17.9344,0.67254,-0.67254,0.0,1.6,0.06,-0.06,0.0,371.8611,368.6828,-368.6828,0.0,1.17,1.16,-1.16,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,7308.0,71.0,-71.0,0.0,1.55,0.05,-0.05,0.0,1.85,0.25,-0.25,0.0,0.0,,,0.0,[Fe/H],4.5,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h26m51.06s,36.7127375,+37d33m01.60s,37.5504441,121.944,0.998,-0.983,8.14,0.03,-0.03,7.468,0.024,-0.024,8.07004,0.000433,-0.000433,2019-07-08,2017-03,2018-12-06
WASP-34 b,WASP-34,1,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.31768,5e-06,-5e-06,0.0,,,,,11.209,0.89672,-0.89672,0.0,1.0,0.08,-0.08,0.0,177.9848,54.0311,-54.0311,0.0,0.56,0.17,-0.17,0.0,Mass,0.04,0.01,-0.01,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5700.0,100.0,-100.0,0.0,0.91,0.08,-0.08,0.0,0.96,0.45,-0.45,0.0,-0.02,,,0.0,[Fe/H],4.5,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h01m35.85s,165.3993679,-23d51m39.40s,-23.8609457,132.096,0.857,-0.846,10.285,0.009,-0.009,8.792,0.021,-0.021,10.2046,0.000237,-0.000237,2018-04-25,2017-03,2018-04-26
WASP-35 b,WASP-35,0,1,1,Transit,2011,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.161575,2e-06,-2e-06,0.0,0.04313,0.0004,-0.00041,0.0,14.79588,0.56045,-0.56045,0.0,1.32,0.05,-0.05,0.0,222.79883,6.03877,-6.03877,0.0,0.701,0.019,-0.019,0.0,Mass,0.028,,,1.0,,,,,,,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5990.0,90.0,-90.0,0.0,1.09,0.02,-0.02,0.0,1.07,0.03,-0.03,0.0,-0.15,0.09,-0.09,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h04m19.65s,76.0818912,-06d13m47.21s,-6.2297801,202.218,1.698,-1.669,10.939,0.011,-0.011,9.525,0.021,-0.021,10.8531,0.000478,-0.000478,2019-03-18,2017-06,2019-03-21
WASP-36 b,WASP-36,0,2,1,Transit,2011,SuperWASP,Published Confirmed,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,1.53736423,5.7e-07,-5.7e-07,0.0,0.02643,0.00026,-0.00026,0.0,14.358729,0.291434,-0.291434,0.0,1.281,0.026,-0.026,0.0,726.55938,20.97678,-20.97678,0.0,2.286,0.066,-0.066,0.0,Mass,0.0,,,0.0,,,,,1724.0,39.0,-39.0,0.0,0.0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,,5880.0,,,0.0,,,,,,,,,-0.31,,,0.0,[Fe/H],4.498,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h46m19.29s,131.5803897,-08d01m37.15s,-8.0269855,386.346,5.261,-5.123,12.836,0.103,-0.103,11.294,0.026,-0.026,12.6284,0.000208,-0.000208,2016-04-05,2016-06,2016-03-31
WASP-37 b,WASP-37,0,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.577469,1.1e-05,-1.1e-05,0.0,0.0447,0.0018,-0.002,0.0,13.00244,0.78463,-0.67254,0.0,1.16,0.07,-0.06,0.0,546.6676,54.0311,-54.0311,0.0,1.72,0.17,-0.17,0.0,Mass,0.052,,,1.0,,,,,,,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5800.0,150.0,-150.0,0.0,1.003,0.053,-0.053,0.0,0.93,0.12,-0.12,0.0,-0.4,0.12,-0.12,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h47m46.53s,221.9438866,+01d03m54.08s,1.0650227,392.791,7.822,-7.526,12.815,0.103,-0.103,11.093,0.023,-0.023,12.542,0.000311,-0.000311,2019-03-18,2017-06,2019-03-21
WASP-38 b,WASP-38,0,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,6.871815,4.5e-05,-4.5e-05,0.0,0.07584,0.0008,-0.00082,0.0,12.21781,0.22418,-0.22418,0.0,1.09,0.02,-0.02,0.0,841.61384,18.11631,-18.43414,0.0,2.648,0.057,-0.058,0.0,Mass,0.0278,0.003,-0.0028,0.0,,,,,,,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6180.0,40.0,-60.0,0.0,1.35,0.02,-0.02,0.0,1.23,0.04,-0.04,0.0,-0.02,0.07,-0.07,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h15m50.33s,243.9597194,+10d01m56.68s,10.0324103,136.24,0.807,-0.798,9.391,0.003,-0.003,7.998,0.04,-0.04,9.20974,0.000232,-0.000232,2019-03-18,2017-06,2019-03-21
WASP-39 b,WASP-39,0,1,1,Transit,2011,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,4.0552947,9.7e-07,-9.7e-07,0.0,0.04859,0.00051,-0.00053,0.0,14.23543,0.44836,-0.44836,0.0,1.27,0.04,-0.04,0.0,87.40325,13.34886,-13.66669,0.0,0.275,0.042,-0.043,0.0,Mass,0.048,,,1.0,,,,,,,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5400.0,150.0,-150.0,0.0,0.895,0.023,-0.023,0.0,0.93,0.03,-0.03,0.0,-0.12,0.1,-0.1,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m18.40s,217.3266477,-03d26m40.20s,-3.4444994,213.982,1.76,-1.731,12.095,0.252,-0.252,10.202,0.023,-0.023,11.8867,0.000288,-0.000288,2019-03-18,2017-06,2019-03-21
WASP-4 b,WASP-4,0,1,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,1.338231624,6.8e-08,-6.8e-08,0.0,0.02287,9e-05,-9e-05,0.0,14.90797,1.79344,-1.79344,0.0,1.33,0.16,-0.16,0.0,371.8611,4.76745,-4.76745,0.0,1.17,0.015,-0.015,0.0,Mass,0.0033,,,1.0,,,,,,,,,1.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5436.0,34.0,-34.0,0.0,0.92,0.06,-0.06,0.0,0.89,0.01,-0.01,0.0,-0.05,0.04,-0.04,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h34m15.10s,353.5629149,-42d03m42.41s,-42.0617794,267.206,3.771,-3.67,12.483,0.041,-0.041,10.746,0.021,-0.021,12.3162,0.000246,-0.000246,2019-08-09,2017-06,2019-03-21
WASP-41 b,WASP-41,1,1,2,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.0524,1e-06,-1e-06,0.0,,,,,12.3299,0.56045,-0.56045,0.0,1.1,0.05,-0.05,0.0,270.1555,34.9613,-34.9613,0.0,0.85,0.11,-0.11,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5545.0,33.0,-33.0,0.0,0.83,0.04,-0.04,0.0,0.81,0.15,-0.15,0.0,0.06,,,0.0,[Fe/H],4.53,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h42m28.51s,190.6188034,-30d38m23.34s,-30.6398176,163.371,1.067,-1.052,11.632,0.018,-0.018,9.677,0.019,-0.019,11.2823,0.001447,-0.001447,2018-04-25,2017-03,2018-04-26
WASP-42 b,WASP-42,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=LENDL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...544A..72L/abstract target=ref> Lendl et al. 2012 </a>,4.9816872,7.3e-06,-7.3e-06,0.0,0.0548,0.0017,-0.0017,0.0,12.106,0.639,-0.639,0.0,1.08,0.057,-0.057,0.0,158.908,11.124,-11.124,0.0,0.5,0.035,-0.035,0.0,Mass,0.06,0.013,-0.013,0.0,,,,,,,,,0.0,<a refstr=LENDL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...544A..72L/abstract target=ref> Lendl et al. 2012 </a>,,5200.0,150.0,,0.0,0.863,0.041,,0.0,0.884,0.086,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h51m55.49s,192.981203,-42d04m25.02s,-42.0736165,177.291,1.32,-1.301,12.169,0.046,-0.046,10.033,0.022,-0.022,11.9686,0.000208,-0.000208,2016-02-24,2012-08,2014-05-14
WASP-43 b,WASP-43,1,1,1,Transit,2011,SuperWASP,Published Confirmed,0,<a refstr=HELLIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2823H/abstract target=ref> Hellier et al. 2011 </a>,0.813475,1e-06,-1e-06,0.0,0.0142,0.0004,-0.0004,0.0,10.424,0.785,-1.009,0.0,0.93,0.07,-0.09,0.0,565.714,31.782,-31.782,0.0,1.78,0.1,-0.1,0.0,Mass,0.0,,,0.0,,,,,,,,,1.0,<a refstr=HELLIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2823H/abstract target=ref> Hellier et al. 2011 </a>,,4400.0,200.0,-200.0,0.0,0.6,0.03,-0.04,0.0,0.58,0.05,-0.05,0.0,-0.05,0.17,-0.17,0.0,[Fe/H],4.65,0.06,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h19m37.96s,154.9081869,-09d48m23.20s,-9.8064431,86.7467,0.3281,-0.3257,12.305,0.057,-0.057,9.267,0.026,-0.026,11.907,0.001847,-0.001847,2014-05-14,2011-11,2014-05-14
WASP-44 b,WASP-44,0,1,1,Transit,2011,SuperWASP,Published Confirmed,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,2.423812,1.2e-06,-1.2e-06,0.0,0.03443,0.00099,-0.00099,0.0,10.98482,0.358688,-0.358688,0.0,0.98,0.032,-0.032,0.0,275.55861,20.34112,-20.34112,0.0,0.867,0.064,-0.064,0.0,Mass,0.0,,,0.0,,,,,1304.0,36.0,-36.0,0.0,0.0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,,5410.0,,,0.0,,,,,,,,,0.06,,,0.0,[Fe/H],4.481,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h15m36.79s,3.9032733,-11d56m17.75s,-11.9382645,364.512,5.656,-5.49,13.096,0.069,-0.069,11.341,0.026,-0.026,12.8964,0.000428,-0.000428,2019-09-20,2016-06,2016-03-31
WASP-45 b,WASP-45,1,2,1,Transit,2011,SuperWASP,Published Confirmed,0,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,3.126089,3e-06,-3e-06,0.0,0.03963,0.00114,-0.00112,0.0,10.603714,0.650122,-0.571659,0.0,0.946,0.058,-0.051,0.0,306.38812,18.43414,-17.79848,0.0,0.964,0.058,-0.056,0.0,Mass,,,,,294.0,54.0,-48.0,0.0,1153.0,50.0,-50.0,0.0,0.0,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,,5150.0,200.0,-200.0,0.0,0.855,0.039,-0.038,0.0,0.85,0.076,-0.07,0.0,-0.03,0.2,-0.2,0.0,[Fe/H],4.503,0.027,-0.029,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m57.06s,5.2377567,-35d59m54.47s,-35.998465,211.196,1.766,-1.737,11.801,0.062,-0.062,10.294,0.021,-0.021,12.0487,0.000233,-0.000233,2019-09-20,2019-11,2019-09-26
WASP-46 b,WASP-46,0,1,1,Transit,2011,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,1.43037,2.3e-06,-2.3e-06,0.0,0.02334,0.00061,-0.00065,0.0,13.159366,0.369897,-0.369897,0.0,1.174,0.033,-0.033,0.0,603.877,34.9613,-34.9613,0.0,1.9,0.11,-0.11,0.0,Mass,0.022,,,1.0,,,,,,,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5600.0,150.0,-150.0,0.0,0.858,0.024,-0.024,0.0,0.828,0.067,-0.067,0.0,-0.37,0.13,-0.13,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h14m56.88s,318.7370122,-55d52m18.71s,-55.8718634,375.31,4.462,-4.36,13.043,0.069,-0.069,11.401,0.026,-0.026,12.8519,0.000258,-0.000258,2019-03-18,2017-06,2019-03-21
